,,,"Weather Station 1","Weather Station 1","Weather Station 1","Weather Station 1","Weather Station 1","Weather Station 1","Weather Station 2","Weather Station 2","Weather Station 2","Weather Station 2","Weather Station 2","Weather Station 2","Weather Station 2","Weather Station 4","Weather Station 4","Weather Station 4","Weather Station 4","Weather Station 4","Weather Station 4","Weather Station 4","Weather Station 6","Weather Station 6","Weather Station 6","Weather Station 6","Weather Station 6","Weather Station 6","Weather Station 6"
1999/04/29,1999,119,,,,,,,15.18,3.552,,,,1.27,2.212,11.31,-1.173,,,,0,1.125,10.23,-0.223,,,,0,2.12
1999/04/30,1999,120,,,,,,,13.32,1.819,,,,8.38,1.435,13.91,-1.678,,,,0,1.33,9.08,-0.494,,,,0,1.599
1999/05/01,1999,121,,,,,,,16.43,0.529,,,,0,2.278,14.63,0.478,,,,0,1.388,10.02,-0.241,,,,0,1.686
1999/05/02,1999,122,,,,,,,15.13,4.023,,,,12.19,2.234,4.984,-0.567,,,,0,0.981,10.36,0.669,,,,0,1.951
1999/05/03,1999,123,,,,,,,4.861,0.1,,,,26.92,1.333,3.158,-1.858,,,,0,2.852,1.825,-2.829,,,,0,1.088
1999/05/04,1999,124,,,,,,,4.225,-0.321,,,,7.87,0.731,6.27,-2.879,,,,0,2.216,0.604,-5.086,,,,0,1.247
1999/05/05,1999,125,,,,,,,10.26,-1.439,,,,0.254,0.94,16.5,-4.219,,,,0,1.239,3.516,-6.723,,,,0,1.18
1999/05/06,1999,126,,,,,,,17.68,-2.138,,,,0,2.077,25.96,-0.346,,,,0,1.226,11.03,-2.56,,,,0,1.2
1999/05/07,1999,127,,,,,,,23.24,4.408,,,,0,2.599,18.18,3.111,,,,0,1.488,17.03,6.293,,,,0,1.588
1999/05/08,1999,128,,,,,,,19.37,6.307,,,,0,2.727,7.02,-2.041,,,,0,1.306,15.02,3.686,,,,0,1.773
1999/05/09,1999,129,,,,,,,10.67,0.931,,,,5.334,1.807,5.973,-4.836,,,,0,1.868,3.924,-3.423,,,,0,1.609
1999/05/10,1999,130,,,,,,,10.26,-2.801,,,,0,1.411,11.37,-5.746,,,,0,1.473,3.178,-6.471,,,,0,1.709
1999/05/11,1999,131,16.61,6.942,,,0,2.633,14.41,-3.734,,,,0,2.629,18.43,-0.717,,,,0,1.263,8.45,-3.807,,,,0,1.469
1999/05/12,1999,132,22.47,6.836,,,1.016,2.339,18.52,2.92,,,,2.286,2.498,14.7,3.357,,,,0,1.254,14.34,2.907,,,,0,1.682
1999/05/13,1999,133,19,6.699,,,15.75,1.806,17.64,5.679,,,,16.26,1.628,13.28,-0.663,,,,0,1.436,11.35,1.608,,,,0,1.64
1999/05/14,1999,134,18.73,3.384,,,0,1.535,15.78,1.714,,,,0,2.037,8.82,-2.134,,,,0,1.607,9.21,-1.18,,,,0,1.792
1999/05/15,1999,135,15.68,3.393,,,3.302,2.513,12.59,0.682,,,,5.08,1.577,9.22,-1.83,,,,0,1.566,4.139,-2.205,,,,0,1.818
1999/05/16,1999,136,15.08,3.193,,,0,2.281,13.02,0.262,,,,0,1.14,18.29,-3.049,,,,0,1.283,6.519,-1.613,,,,0,1.479
1999/05/17,1999,137,23.47,3.973,,,0,2.504,20.36,0.072,,,,0,2.177,25.54,2.235,,,,0,1.5,14.65,0.173,,,,0,1.694
1999/05/18,1999,138,27.09,11.84,,,0,2.632,24.02,8.08,,,,0,3.837,21.41,3.236,,,,0,0.729,20.26,9.04,,,,0,1.717
1999/05/19,1999,139,24.8,10.96,,,0,2.544,22.39,7.99,,,,0,2.759,21.98,2.455,,,,0,1.203,17.06,8.31,,,,0,1.389
1999/05/20,1999,140,27.13,10.06,,,0,2.424,25.07,6.502,,,,0,2.815,23.27,4.277,,,,0,1.062,18.96,7.95,,,,0,1.41
1999/05/21,1999,141,28.3,9.81,,,0,1.77,26.53,9.87,,,,0,2.963,25.37,3.923,,,,0,1.072,20.99,10.8,,,,0,1.364
1999/05/22,1999,142,28.01,8.99,,,0,2.01,27.21,9.69,,,,0,3.453,26.74,10.97,,,,0,1.133,22.27,10.96,,,,0,2.204
1999/05/23,1999,143,29.55,17.25,,,0,3.89,28.15,14.72,,,,0,4.912,22.36,10.22,,,,0,0.96,22.58,11.65,,,,0,3.594
1999/05/24,1999,144,29.83,14.42,,,5.842,2.722,26.15,13.72,,,,2.286,2.778,20.12,7.76,,,,0,1.137,20.84,11.21,,,,0,2.168
1999/05/25,1999,145,26.45,11.62,,,0.254,2.234,24.79,10.16,,,,0.762,3.059,20.93,4.965,,,,0,1.087,19.62,8.06,,,,0,1.876
1999/05/26,1999,146,27.02,12.08,,,0,2.665,24.79,9.37,,,,0,3.062,22.98,4.916,,,,0,0.847,19.56,8.59,,,,0,1.388
1999/05/27,1999,147,27.72,13.93,,,0,2.946,27.01,9.94,,,,0,3.171,25.16,5.664,,,,0,0.963,21.09,11.07,,,,0,1.482
1999/05/28,1999,148,31.08,13.78,,,0,1.946,29.05,10.68,,,,0,2.946,21.42,6.348,,,,0,0.613,23.55,12.66,,,,0,1.442
1999/05/29,1999,149,25.25,13.22,,,0,1.92,23.29,9.88,,,,0.254,2.512,21.21,4.554,,,,0,1.672,18.92,8.94,,,,0,1.467
1999/05/30,1999,150,26.01,10.34,,,0,2.469,22.8,8.03,,,,0.254,3.846,14.79,2.73,,,,0,1.561,18.73,4.613,,,,0,2.076
1999/05/31,1999,151,20.95,7.84,,,0,2.106,19.01,5.631,,,,0,2.821,20.32,2.37,,,,0,1.096,13.21,2.076,,,,0,1.65
1999/06/01,1999,152,26.53,10.49,,,0,2.506,23.02,6.095,,,,0,3.153,14.97,4.323,,,,0,0.806,18.79,7.15,,,,0,1.686
1999/06/02,1999,153,18.03,8.31,,,9.4,1.529,16.68,7.13,,,,12.7,3.189,16.59,2.779,,,,0,1.171,13.19,3.264,,,,0,1.913
1999/06/03,1999,154,21.33,7.36,,,0.254,2.009,19.11,5.131,,,,0.254,2.335,13.24,1.419,,,,0,0.795,15.24,3.129,,,,0,1.904
1999/06/04,1999,155,16.21,6.902,,,5.588,2.329,14.92,5.274,,,,3.556,2.56,9.04,1.863,,,,0,0.863,10.31,1.848,,,,0,1.625
1999/06/05,1999,156,14.29,5.473,,,0.508,1.634,13.19,3.562,,,,0.508,0.842,14.8,5.655,,,,0,0.765,5.977,0.023,,,,0,1.138
1999/06/06,1999,157,21.83,7.83,,,4.826,2.362,18.21,6.443,,,,4.826,1.574,21.23,5.713,,,,0,0.994,12.31,3.867,,,,0,1.551
1999/06/07,1999,158,26.36,9.26,,,0.762,2.202,24.58,7.87,,,,0.508,1.918,15.76,2.902,,,,0,1.177,18.47,5.473,,,,0,1.806
1999/06/08,1999,159,19.93,8.97,,,0,1.94,18.78,7.06,,,,0,2.708,17.02,0.858,,,,0,1.142,14.3,5.958,,,,0,1.71
1999/06/09,1999,160,21.02,6.673,,,0,2.374,20.02,3.829,,,,0,2.647,18.85,3.684,,,,0,0.766,15.25,4.122,,,,0,1.189
1999/06/10,1999,161,22.93,11.22,,,0,2.255,21.33,8.51,,,,0,2.225,20.75,2.123,,,,0,0.964,16.39,7.35,,,,0,1.506
1999/06/11,1999,162,26.48,11.89,,,0,2.744,24.7,6.734,,,,0,2.066,23.49,3.723,,,,0,0.825,19.04,7.18,,,,0,1.259
1999/06/12,1999,163,28.88,12.92,,,0,2.872,26.79,7.99,,,,0,2.599,25.37,5.204,,,,0,0.76,21.16,10.81,,,,0,1.226
1999/06/13,1999,164,31.17,16.69,,,0,3.071,29,12.41,,,,0,3.695,26.19,7.32,,,,0,0.691,24.32,12.58,,,,0,2.189
1999/06/14,1999,165,32.08,18.56,,,0,2.544,29.88,13.77,,,,0,2.887,27.56,8.86,,,,0,0.621,24.91,14.13,,,,0,1.234
1999/06/15,1999,166,34.06,20.37,,,0,3.066,31.44,16.47,,,,0,3.006,27.38,9.88,,,,0,0.571,26.14,14.18,,,,0,1.066
1999/06/16,1999,167,34.33,20.06,,,0,3.682,30.88,17.37,,,,0,3.386,25.38,8.6,,,,0,0.974,25.44,13.73,,,,0,1.345
1999/06/17,1999,168,32.12,19.31,,,0,2.647,29.34,15.49,,,,0,2.895,28.25,7.16,,,,0,0.575,24.38,13.88,,,,0,1.2
1999/06/18,1999,169,34.45,18.78,,,0,2.998,32.6,14.28,,,,0,2.587,28.38,9.75,,,,0,0.804,26.94,14.36,,,,0,0.988
1999/06/19,1999,170,34.25,21.86,,,0,2.917,31.76,16.4,,,,0,3.216,29.29,8.54,,,,0,0.616,27.13,17.24,,,,0,1.198
1999/06/20,1999,171,35.46,18,,,0,2.553,33.62,14.61,,,,0,2.835,26.69,8.91,,,,0,0.748,27.64,17.49,,,,0,1.034
1999/06/21,1999,172,33.15,19.91,,,0,2.822,28.72,15.6,,,,0,3.36,23.01,7.17,,,,0,0.966,24.98,13.55,,,,0,1.222
1999/06/22,1999,173,29.73,14.92,,,0,2.495,27.12,11.4,,,,0,2.928,,,,,,,,21.69,11.33,,,,0,1.087
1999/06/23,1999,174,30.62,13.43,,,0,2.561,28.32,9.86,,,,0,2.689,23.71,6.309,,,,0,0.811,22.58,9.69,,,,0,0.845
1999/06/24,1999,175,36.68,17.18,,,0,2.128,30.98,13.47,,,,0,3.588,28.83,6.571,,,,0,0.661,27.57,13.04,,,,0,1.18
1999/06/25,1999,176,30.43,17.88,,,0,2.267,28.04,13.2,,,,0,3.216,23.73,7.1,,,,0,0.828,22.4,12.67,,,,0,1.453
1999/06/26,1999,177,29.92,11.67,,,0,1.992,27.66,10.82,,,,0,2.575,22.7,5.501,,,,0,0.814,21.94,10.28,,,,0,0.878
1999/06/27,1999,178,29.79,14.46,,,0,2.997,26.45,10.32,,,,0,2.782,22.71,5.483,,,,0,0.817,21.26,11.47,,,,0,0.841
1999/06/28,1999,179,31.02,13.12,,,0,2.371,28.57,9.39,,,,0,2.795,23.93,4.341,,,,0,0.806,23.1,10.38,,,,0,0.817
1999/06/29,1999,180,30.33,14.59,,,0,2.48,27.85,10.71,,,,0,2.804,22.83,5.903,,,,0,0.999,21.8,10.52,,,,0,0.814
1999/06/30,1999,181,31.84,16.22,,,0,2.67,29.29,12.31,,,,0,3.01,24.5,7.28,,,,0,1.054,22.68,12.88,,,,0,1.009
1999/07/01,1999,182,36.43,15.99,,,0,2.636,33.03,11.78,,,,0,2.82,28.04,7.2,,,,0,0.712,26.15,12.86,,,,0,1.08
1999/07/02,1999,183,37.4,17.05,,,0,1.857,33.89,14.35,,,,0,3.649,30.11,9.09,,,,0,1.077,28.68,16.53,,,,0,1.472
1999/07/03,1999,184,37.64,17.88,,,0,1.945,32.73,16.67,,,,0,5.765,29.04,10.94,,,,0,1.204,27.27,15.86,,,,0,2.067
1999/07/04,1999,185,34.31,18.57,,,0,2.521,31.32,14.52,,,,0,5.962,27.9,8.41,,,,0,1.576,26.33,13.24,,,,0,1.91
1999/07/05,1999,186,32.46,15.06,,,0,2.163,30.5,13.19,,,,0,3.085,25.63,6.29,,,,0,0.663,25.14,10.48,,,,0,1.046
1999/07/06,1999,187,39.42,16.52,,,0,1.789,37.33,15.27,,,,0,2.81,31.68,8.53,,,,0,0.52,30.56,16.16,,,,0,0.588
1999/07/07,1999,188,33.53,18.86,,,4.318,2.472,29.96,16.69,,,,3.556,2.99,27.27,12.31,,,,0,0.578,26.25,14.34,,,,0,0.995
1999/07/08,1999,189,31.26,16.69,,,0,2.118,29.63,13.92,,,,0,2.623,24.62,9.68,,,,0,0.827,23.52,12.2,,,,0,0.939
1999/07/09,1999,190,34.43,16.79,,,0,2.497,32.67,12.27,,,,0,2.747,28.01,7.53,,,,0,0.615,26.48,13.59,,,,0,0.801
1999/07/10,1999,191,34.47,16.42,,,0,2.354,32.13,15.53,,,,0,2.726,27.86,6.028,,,,0,0.63,25.49,14.5,,,,0,1.13
1999/07/11,1999,192,34.8,18.88,,,0,2.532,33.41,14.88,,,,0,3.013,28.22,7.53,,,,0,0.64,26.56,15.24,,,,0,1.058
1999/07/12,1999,193,35.94,20.13,,,0,2.863,33.98,15.47,,,,0,2.97,28.61,7.55,,,,0,0.572,27.92,16.2,,,,0,0.818
1999/07/13,1999,194,38.18,20.88,,,0,2.078,35.27,16.19,,,,0,2.856,29.73,9.96,,,,0,0.514,29.19,17.88,,,,0,0.924
1999/07/14,1999,195,28.15,17.17,,,2.54,2.163,25.52,14.44,,,,3.81,2.606,21.61,10.28,,,,0,0.493,19.5,11.15,,,,0,0.859
1999/07/15,1999,196,31.85,14.73,,,0,2.269,29.63,12.51,,,,0,2.731,25.41,9.19,,,,0,0.771,23.12,12.3,,,,0,1.045
1999/07/16,1999,197,26.72,16.02,,,0,3.446,24.68,13.73,,,,1.016,3.287,21.15,10.5,,,,0,0.485,19.91,10.74,,,,0,0.921
1999/07/17,1999,198,32.85,16.7,,,0,2.353,28.39,14.92,,,,0,2.969,25.38,9.85,,,,0,0.707,23.64,13.69,,,,0,1.105
1999/07/18,1999,199,36.52,18.52,,,0,2.777,31.88,15.26,,,,0,3.44,27.55,8.3,,,,0,0.709,25.77,13.43,,,,0,0.98
1999/07/19,1999,200,33.61,21.58,,,0,2.558,30.48,17.63,,,,0,2.6,26.11,9.59,,,,0,0.472,25,15.04,,,,0,0.825
1999/07/20,1999,201,35.86,19.76,,,0,2.631,31.7,15.49,,,,0,3.747,27.72,9.28,,,,0,0.79,26.08,14.94,,,,0,1.265
1999/07/21,1999,202,35.85,21.12,,,0,2.486,32.48,16.71,,,,0,3.556,28.58,10,,,,0,0.81,27.12,16.34,,,,0,1.064
1999/07/22,1999,203,36.64,21.28,,,0,3.016,33.98,16.27,,,,0,2.861,28.58,9.65,,,,0,0.646,26.95,15.69,,,,0,0.968
1999/07/23,1999,204,39.5,21.58,,,0,2.879,35.13,16.11,,,,0,3.409,31.18,9.82,,,,0,0.627,29.68,18.91,,,,0,0.989
1999/07/24,1999,205,37.56,21.05,,,0,2.483,33.1,17.2,,,,0,4.005,29.92,10,,,,0,1.046,28.25,17.18,,,,0,1.486
1999/07/25,1999,206,33.68,13.46,,,0,2.158,31.6,13.31,,,,0,2.695,26.77,7.59,,,,0,0.67,25.71,12.96,,,,0,0.773
1999/07/26,1999,207,36.78,18.59,,,0,2.147,34.78,16.27,,,,0,2.857,29.36,7.96,,,,0,0.542,29.22,16.63,,,,0,0.636
1999/07/27,1999,208,37.53,19.69,,,0,2.487,34.97,17.26,,,,0,2.839,29.49,11.5,,,,0,0.534,29.06,18.22,,,,0,0.762
1999/07/28,1999,209,38.08,19.29,,,10.92,2.033,34.6,16.9,,,,3.302,2.508,28.64,11.46,,,,0,0.569,28.18,14.37,,,,0,0.69
1999/07/29,1999,210,34.06,19.18,,,0,2.381,30.46,16.4,,,,0,2.525,26.53,13.58,,,,0,0.653,26.33,13.49,,,,0,0.872
1999/07/30,1999,211,31.4,17.46,,,0,2.454,28.11,14.48,,,,1.27,3.415,23.28,12.03,,,,0,0.862,23.7,10.86,,,,0,1.077
1999/07/31,1999,212,32.75,18.64,,,0,2.155,30.54,15.29,,,,0,2.49,25.71,9.18,,,,0,0.47,23.37,13.44,,,,0,0.615
1999/08/01,1999,213,37.09,19.76,,,0,2.908,34.29,14.24,,,,0,3.04,29.14,8.01,,,,0,0.501,27.32,14.84,,,,0,0.712
1999/08/02,1999,214,38.78,22.74,,,0,3.088,35.99,17.89,,,,0,2.986,30.47,9.38,,,,0,0.495,29.23,15.64,,,,0,0.814
1999/08/03,1999,215,29.81,21.63,,,0,2.273,27.06,17.98,,,,0,2.416,24.05,12.13,,,,0,0.459,22.35,15.66,,,,0,0.578
1999/08/04,1999,216,33.49,20.12,,,0,2.37,31.35,16.86,,,,0,2.507,26.81,11.26,,,,0,0.615,24.47,14.83,,,,0,0.56
1999/08/05,1999,217,34.48,18.69,,,0,2.577,31.6,14.62,,,,0.762,2.84,25.92,9.68,,,,0,0.524,25.56,12.4,,,,0,0.618
1999/08/06,1999,218,35.22,17.56,,,0,2.331,30.76,14.59,,,,0,3.145,26.85,8.86,,,,0,0.768,25.59,13.62,,,,0,0.876
1999/08/07,1999,219,35.72,17.94,,,0,2.137,30.98,15.12,,,,0,4.026,27.73,9.59,,,,0,0.924,26.23,15.56,,,,0,1.193
1999/08/08,1999,220,36.07,20.08,,,0,2.935,32.19,14.99,,,,0,3.234,28.17,9.26,,,,0,0.695,27.3,15.95,,,,0,1.032
1999/08/09,1999,221,36.37,20.38,,,0,2.773,33.37,15.98,,,,0,2.764,28.65,9.54,,,,0,0.654,27.51,16.18,,,,0,0.883
1999/08/10,1999,222,30.49,17.95,,,0,3.012,27.79,15.38,,,,0,2.527,25.03,10.09,,,,0,0.611,22.85,12.02,,,,0,0.792
1999/08/11,1999,223,27.46,15.18,,,0.254,2.447,24.16,12,,,,0,2.621,20.93,7.62,,,,0,0.584,20.04,9.49,,,,0,0.929
1999/08/12,1999,224,30.09,13.88,,,0,2.527,28.09,10.1,,,,0,2.681,23.11,6.338,,,,0,0.787,22.2,10,,,,0,0.777
1999/08/13,1999,225,36.4,18.3,,,0,2.4,31.72,13.97,,,,0,4.182,28.51,7.73,,,,0,0.994,27.52,14.39,,,,0,1.243
1999/08/14,1999,226,34.61,18.22,,,0,1.843,30.96,19.58,,,,0,6.217,27.78,8.19,,,,0,1.467,26.92,16.54,,,,0,2.024
1999/08/15,1999,227,31.4,18.12,,,0,2.244,29.59,15.08,,,,0,3.924,24.86,8.67,,,,0,1.144,24.25,13.22,,,,0,1.454
1999/08/16,1999,228,35.2,16.32,,,0,2.701,32.67,12.86,,,,0,2.889,27.84,7.74,,,,0,0.64,26.96,14.07,,,,0,0.895
1999/08/17,1999,229,35.22,18.66,,,0,2.133,32.89,16.71,,,,0,2.745,28.42,9.84,,,,0,0.635,27.35,16.65,,,,0,0.739
1999/08/18,1999,230,38.33,21.25,,,0,2.695,35.31,15.75,,,,0,2.892,30.48,8.53,,,,0,0.544,29.03,16.5,,,,0,0.655
1999/08/19,1999,231,35.46,21.28,,,0,2.036,33.2,17.57,,,,0,2.711,28.48,11.07,,,,0,0.561,28.05,17.09,,,,0,0.867
1999/08/20,1999,232,36.23,14.78,,,7.37,2.767,32.85,13.58,,,,16,3.045,28.12,11.11,,,,0,0.703,28.12,10.94,,,,0,0.898
1999/08/21,1999,233,32.73,14.77,,,0.254,2.52,30.02,12.81,,,,0.254,2.623,25.67,9.94,,,,0,0.677,24.06,11.03,,,,0,0.755
1999/08/22,1999,234,34.41,18.61,,,0,2.602,32.38,14.53,,,,0,2.749,27.43,9.93,,,,0,0.743,26.67,14.15,,,,0,0.718
1999/08/23,1999,235,36.42,18.8,,,0,2.375,33.73,15.57,,,,0,2.713,30.32,11.07,,,,0,0.583,27.91,16.2,,,,0,0.654
1999/08/24,1999,236,34.53,21.02,,,0,2.269,30.15,16.65,,,,0,2.658,27.42,10.95,,,,0,0.476,25.51,16.97,,,,0,0.735
1999/08/25,1999,237,34.67,19.15,,,0,2.497,32.36,14.83,,,,0,2.792,28.04,9.93,,,,0,0.707,27.57,15.78,,,,0,0.787
1999/08/26,1999,238,36.17,16.93,,,0,2.167,32.35,15.47,,,,0,2.94,28.02,8.61,,,,0,0.532,27.28,16.36,,,,0,0.774
1999/08/27,1999,239,34.17,19.86,,,0.508,2.29,30.96,17.55,,,,0,2.823,26.2,11.71,,,,0,0.802,26.55,13.02,,,,0,0.901
1999/08/28,1999,240,33.84,15.19,,,0.254,2.193,30.39,14.5,,,,0.508,2.742,26.09,9.65,,,,0,0.645,27.15,13.83,,,,0,0.857
1999/08/29,1999,241,35.6,18.2,,,0,2.741,33.24,15.25,,,,0,2.683,28.82,9.28,,,,0,0.589,28.16,15.66,,,,0,0.87
1999/08/30,1999,242,33.26,20.95,,,3.302,2.099,28.33,19.03,,,,6.35,4.218,27.39,10.72,,,,0,0.781,26.33,13.76,,,,0,1.515
1999/08/31,1999,243,24.98,12.47,,,0,1.637,23.55,10.4,,,,0,3.196,20.56,7.77,,,,0,1.089,19.11,7.59,,,,0,1.366
1999/09/01,1999,244,29.52,11.44,,,0,1.755,26.44,10.31,,,,0,2.576,22.87,6.789,,,,0,0.673,21.67,11.88,,,,0,1.269
1999/09/02,1999,245,25.5,12.63,,,6.35,2.654,20.85,8.47,,,,9.4,2.994,19.25,5.598,,,,0,0.632,17.9,6.564,,,,0,1.152
1999/09/03,1999,246,19.91,9.26,,,10.41,3.083,17.39,7.71,,,,13.46,2.782,16.44,2.811,,,,0,0.53,14.68,3.952,,,,0,0.765
1999/09/04,1999,247,24.06,6.701,,,0,2.464,21.35,3.185,,,,0,2.522,17.26,0.964,,,,0,0.843,15.99,1.524,,,,0,0.848
1999/09/05,1999,248,30.2,11.15,,,0,2.676,27.12,6.481,,,,0,2.668,23.01,3.187,,,,0,0.632,21.47,8.03,,,,0,0.656
1999/09/06,1999,249,32.85,15.39,,,0,2.925,29.84,11.45,,,,0,3.231,26.06,5.424,,,,0,0.753,25.2,14.09,,,,0,1.049
1999/09/07,1999,250,27.16,11.74,,,0,2.378,24.77,8.11,,,,0,3.099,20.7,3.339,,,,0,0.931,19.82,9.25,,,,0,0.899
1999/09/08,1999,251,31.12,11.65,,,0,2.174,28.58,7.38,,,,0,2.973,24.95,2.161,,,,0,0.567,23.73,10.19,,,,0,0.639
1999/09/09,1999,252,31.44,14.27,,,0,1.878,27.9,12,,,,0,3.009,25.9,6.414,,,,0,0.487,25.97,14.68,,,,0,0.755
1999/09/10,1999,253,33.04,17.55,,,0,2.359,28.09,13.7,,,,0,2.909,23.96,7.66,,,,0,0.717,24.34,12.78,,,,0,1.034
1999/09/11,1999,254,28.6,13.4,,,0,2.335,25.89,9.95,,,,0,2.823,21.71,3.779,,,,0,0.848,21.06,9.33,,,,0,0.856
1999/09/12,1999,255,29.38,12.25,,,0,2.815,26.61,8.18,,,,0,2.96,22.56,2.881,,,,0,0.728,21.7,9.89,,,,0,0.765
1999/09/13,1999,256,31.52,10.63,,,0,2.315,28.69,8.78,,,,0,2.951,24.75,2.674,,,,0,0.673,24.32,11.31,,,,0,0.668
1999/09/14,1999,257,30.5,15.55,,,0,2.65,27.37,11.64,,,,0,2.995,23.26,4.811,,,,0,0.753,22.72,11.87,,,,0,0.843
1999/09/15,1999,258,29.7,10.66,,,0,2.364,26.88,10.18,,,,0,2.825,22.44,3.855,,,,0,0.812,22.28,11.27,,,,0,0.781
1999/09/16,1999,259,31.75,14.51,,,0,2.56,28.36,10.7,,,,0,2.8,23.86,5.357,,,,0,0.748,24.1,11.84,,,,0,0.843
1999/09/17,1999,260,32.46,12.93,,,0,2.296,29.74,11.15,,,,0,2.824,25.5,6.271,,,,0,0.752,24.79,12.83,,,,0,0.735
1999/09/18,1999,261,31.29,14.49,,,0,2.049,28.55,11.68,,,,0,2.923,24.62,6.021,,,,0,0.761,25.01,11.83,,,,0,0.86
1999/09/19,1999,262,24.66,12.01,,,2.032,2.855,21.11,10.57,,,,1.778,2.65,17.97,6.222,,,,0,0.613,16.49,6.898,,,,0,1.061
1999/09/20,1999,263,28.62,11.97,,,0,3.032,25.46,7.84,,,,0,3.165,21.25,3.245,,,,0,0.685,19.74,4.183,,,,0,0.685
1999/09/21,1999,264,29.77,12.94,,,0,2.509,27.29,9.06,,,,0,2.883,23.8,3.358,,,,0,0.721,22.57,10.2,,,,0,0.757
1999/09/22,1999,265,30.63,13.69,,,0,2.873,27.9,9.48,,,,0,2.955,24.33,4.381,,,,0,0.669,24.48,11.05,,,,0,0.712
1999/09/23,1999,266,30.15,14.29,,,0,2.222,27.17,11.32,,,,0,2.786,22.62,5.366,,,,0,0.67,22.92,12.53,,,,0,0.758
1999/09/24,1999,267,29.43,14.07,,,0,1.925,26.83,11.38,,,,0,2.986,22.27,5.752,,,,1.27,0.932,21.88,12.63,,,,0,1.146
1999/09/25,1999,268,29.93,11.93,,,0,2.125,27.07,8.46,,,,0,3.037,23.52,3.599,,,,0,1.346,22.21,8.24,,,,0,1.439
1999/09/26,1999,269,20.07,6.251,,,0,2.228,16.65,2.393,,,,0,2.921,12.1,-1.868,,,,0,1.501,13,1.167,,,,0,1.128
1999/09/27,1999,270,16.89,0.586,,,0,2.13,13.8,-1.238,,,,0,2.666,9.53,-3.68,,,,0.508,1.281,9.57,-2.769,,,,0,0.97
1999/09/28,1999,271,18.02,2.065,,,0,2.611,15.93,-1.394,,,,0,3.303,11.42,-5.621,,,,0,1.017,11.16,-2.534,,,,0,1.021
1999/09/29,1999,272,23.67,2.718,,,0,2.023,21.57,0.844,,,,0,2.761,17.43,-3.27,,,,0,0.912,17.66,2.416,,,,0,0.824
1999/09/30,1999,273,27.52,6.221,,,0,1.649,25.62,6.221,,,,0,1.789,21.16,0.583,,,,0,0.733,22.23,9.56,,,,0,0.854
1999/10/01,1999,274,24.4,10.77,,,0,2.293,22.18,5.756,,,,0,2.437,17.8,-0.235,,,,0,1.189,18.66,6.806,,,,0,0.939
1999/10/02,1999,275,25.61,6.689,,,0,2.448,22.91,3.436,,,,0,3.22,18.25,-1.886,,,,0,1.087,19.33,6.426,,,,0,0.952
1999/10/03,1999,276,25.15,7.97,,,0,2.496,22.73,3.503,,,,0,3.135,17.98,-1.392,,,,0,0.957,18.44,5.845,,,,0,0.863
1999/10/04,1999,277,28.89,5.98,,,0,2.192,26.77,6.056,,,,0,2.84,22.49,-0.288,,,,0,0.806,22.52,8.59,,,,0,0.865
1999/10/05,1999,278,30.67,13.16,,,0,2.469,27.5,10.15,,,,0,3.607,24.36,3.036,,,,0,0.978,23.97,12.93,,,,0,0.962
1999/10/06,1999,279,25.76,10.19,,,0,1.856,22.58,8.51,,,,0,3.051,20.78,2.275,,,,0.508,1.088,20.23,4.402,,,,0,1.453
1999/10/07,1999,280,20.46,4.546,,,0,2.052,17.19,2.393,,,,0.508,2.43,12.89,-0.073,,,,1.27,0.926,11.16,1.241,,,,0,0.757
1999/10/08,1999,281,25,7.57,,,0,2.462,23.14,4.396,,,,0,2.422,18.33,-0.147,,,,0,0.901,18.12,4.906,,,,0,0.835
1999/10/09,1999,282,30.13,7.46,,,0,2.037,27.83,8.51,,,,0,2.899,23.12,1.952,,,,0,0.802,23.15,11.31,,,,0,1.291
1999/10/10,1999,283,31.53,10.72,,,0,2.068,29.5,11.44,,,,0,3.111,25.16,3.274,,,,0,0.764,24.84,14.77,,,,0,1.411
1999/10/11,1999,284,31.85,15.78,,,0,2.324,28.94,11.95,,,,0,3.75,25.24,3.674,,,,0,1.053,24.34,13.97,,,,0,1.594
1999/10/12,1999,285,28.5,13.79,,,0,2.235,27.08,10.44,,,,0,2.907,22.43,2.349,,,,0,0.913,22.08,12.22,,,,0,1.457
1999/10/13,1999,286,29,10.33,,,0,2.023,27.55,8.89,,,,0,2.318,22.59,2.207,,,,0,0.768,22.53,11.47,,,,0,1.044
1999/10/14,1999,287,28.52,10.01,,,0,1.911,26.77,8.74,,,,0,2.09,21.98,0.659,,,,0,0.924,21.85,9.61,,,,0,1.527
1999/10/15,1999,288,18.73,4.385,,,0,1.768,15.54,1.194,,,,0,2.968,10.58,-3.77,,,,0,1.447,10.4,-2.639,,,,0,1.497
1999/10/16,1999,289,13.17,-0.617,,,0,2.886,11.78,-3.571,,,,0,2.693,8.04,-6.92,,,,0,0.728,3.999,-5.939,,,,0,1.282
1999/10/17,1999,290,16.83,-0.041,,,0,2.313,14.03,-2.946,,,,0,2.966,9.15,-7.89,,,,0,1.073,8.35,-3.657,,,,0,1.047
1999/10/18,1999,291,19.21,1.495,,,0,1.861,16.38,0.166,,,,0,3.325,12.12,-5.378,,,,0,1.02,12.76,1.092,,,,0,1.414
1999/10/19,1999,292,19.71,3.221,,,0,2.405,17.28,0.806,,,,0,3.198,12.78,-5.398,,,,0,0.988,12.46,1.149,,,,0,1.422
